,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
144,How is Money and Credit different from other concepts in this category?,Economics,Money and Credit,92.0,0.92,450.0,413.0,2.0,Understand,Easy
145,What is meant by Globalization and the Indian Economy? Give one example.,Economics,Globalization and the Indian Economy,87.2,0.87,454.0,396.0,3.0,Remember,Easy
148,Discuss the challenges faced during the implementation of SQL Queries in a developing country.,Computer Science,SQL Queries,26.8,0.27,381.0,102.0,13.0,Evaluate,Hard
149,Suggest three measures to improve the efficiency of Python Lists and Tuples.,Computer Science,Python Lists and Tuples,31.6,0.32,558.0,176.0,15.0,Create,Hard
150,What is meant by Computer Networks (OSI Model)? Give one example.,Computer Science,Computer Networks (OSI Model),77.5,0.78,155.0,120.0,2.0,Remember,Easy
151,Discuss the challenges faced during the implementation of Boolean Algebra in a developing country.,Computer Science,Boolean Algebra,43.6,0.44,432.0,188.0,19.0,Evaluate,Hard
152,Discuss the challenges faced during the implementation of Cyber Safety in a developing country.,Computer Science,Cyber Safety,23.8,0.24,419.0,99.0,17.0,Evaluate,Hard
153,Explain the process of HTML/CSS Structure with the help of a labeled diagram.,Computer Science,HTML/CSS Structure,59.2,0.59,516.0,305.0,9.0,Apply,Medium
154,Why is Electric Current and Circuits considered essential for the functioning of the system?,Physics,Electric Current and Circuits,48.1,0.48,281.0,135.0,7.0,Analyze,Medium
156,A student performs an experiment on Magnetic Effects of Current. What observations would they record?,Physics,Magnetic Effects of Current,65.9,0.66,160.0,105.0,5.0,Apply,Medium
158,Define the term Motion and Laws of Motion. Mention its SI unit.,Physics,Motion and Laws of Motion,74.7,0.75,385.0,287.0,2.0,Remember,Easy
159,Suggest three measures to improve the efficiency of Work and Energy.,Physics,Work and Energy,35.9,0.36,373.0,133.0,14.0,Create,Hard
160,Critically examine the role of Gravitation in the current socio-political scenario.,Physics,Gravitation,26.0,0.26,293.0,76.0,13.0,Evaluate,Hard
161,How does Arithmetic Progressions affect the overall outcome of the process? Explain.,Mathematics,Arithmetic Progressions,55.3,0.55,379.0,209.0,6.0,Analyze,Medium
162,Mention the main components of Trigonometric Identities.,Mathematics,Trigonometric Identities,87.4,0.87,220.0,192.0,3.0,Remember,Easy
164,State the law of Surface Areas and Volumes.,Mathematics,Surface Areas and Volumes,72.4,0.72,557.0,403.0,4.0,Remember,Easy
165,How is Probability different from other concepts in this category?,Mathematics,Probability,72.9,0.73,196.0,142.0,2.0,Understand,Easy
166,State the law of Linear Equations in Two Variables.,Mathematics,Linear Equations in Two Variables,75.8,0.76,594.0,450.0,4.0,Remember,Easy
167,Mention the main components of Triangles and Circles.,Mathematics,Triangles and Circles,73.0,0.73,514.0,375.0,4.0,Remember,Easy
168,Suggest three measures to improve the efficiency of Life Processes.,Biology,Life Processes,29.4,0.29,261.0,76.0,18.0,Create,Hard
169,Write any two characteristics of Control and Coordination.,Biology,Control and Coordination,77.4,0.77,516.0,399.0,2.0,Understand,Easy
170,Explain the process of Heredity and Evolution with the help of a labeled diagram.,Biology,Heredity and Evolution,58.3,0.58,414.0,241.0,8.0,Apply,Medium
172,Why is Cell Structure and Functions considered essential for the functioning of the system?,Biology,Cell Structure and Functions,62.1,0.62,356.0,221.0,7.0,Analyze,Medium
173,Define the term Tissues. Mention its SI unit.,Biology,Tissues,90.9,0.91,174.0,158.0,4.0,Remember,Easy
174,A student performs an experiment on Diversity in Living Organisms. What observations would they record?,Biology,Diversity in Living Organisms,46.8,0.47,474.0,221.0,7.0,Apply,Medium
175,Mention the main components of Chemical Reactions and Equations.,Chemistry,Chemical Reactions and Equations,88.3,0.88,595.0,525.0,2.0,Remember,Easy
176,"A student performs an experiment on Acids, Bases and Salts. What observations would they record?",Chemistry,"Acids, Bases and Salts",67.3,0.67,457.0,307.0,8.0,Apply,Medium
177,Discuss the challenges faced during the implementation of Metals and Non-metals in a developing country.,Chemistry,Metals and Non-metals,31.7,0.32,583.0,184.0,16.0,Evaluate,Hard
178,State the law of Carbon and its Compounds.,Chemistry,Carbon and its Compounds,84.2,0.84,431.0,362.0,4.0,Remember,Easy
179,"Differentiate between Periodic Classification of Elements and its alternative, giving three points of distinction.",Chemistry,Periodic Classification of Elements,60.8,0.61,582.0,354.0,7.0,Analyze,Medium
180,How does Structure of the Atom affect the overall outcome of the process? Explain.,Chemistry,Structure of the Atom,66.2,0.66,188.0,124.0,7.0,Analyze,Medium
181,"Differentiate between The Rise of Nationalism in Europe and its alternative, giving three points of distinction.",History,The Rise of Nationalism in Europe,59.0,0.59,567.0,334.0,5.0,Analyze,Medium
182,Define the term Nationalism in India. Mention its SI unit.,History,Nationalism in India,76.6,0.77,469.0,359.0,2.0,Remember,Easy
183,Design an experiment to demonstrate the properties of The Making of a Global World.,History,The Making of a Global World,38.3,0.38,544.0,208.0,17.0,Create,Hard
184,Critically examine the role of The Age of Industrialisation in the current socio-political scenario.,History,The Age of Industrialisation,39.5,0.39,547.0,215.0,15.0,Evaluate,Hard
186,Mention the main components of Resources and Development.,Geography,Resources and Development,73.8,0.74,384.0,283.0,3.0,Remember,Easy
188,Mention the main components of Minerals and Energy Resources.,Geography,Minerals and Energy Resources,73.5,0.74,224.0,164.0,3.0,Remember,Easy
189,Discuss the challenges faced during the implementation of Manufacturing Industries in a developing country.,Geography,Manufacturing Industries,40.9,0.41,572.0,233.0,16.0,Evaluate,Hard
191,Write any two characteristics of Development.,Economics,Development,74.9,0.75,348.0,260.0,4.0,Understand,Easy
192,Suggest three measures to improve the efficiency of Sectors of the Indian Economy.,Economics,Sectors of the Indian Economy,17.1,0.17,415.0,70.0,18.0,Create,Hard
193,Write any two characteristics of Money and Credit.,Economics,Money and Credit,87.5,0.87,265.0,231.0,2.0,Understand,Easy
194,Critically examine the role of Globalization and the Indian Economy in the current socio-political scenario.,Economics,Globalization and the Indian Economy,30.2,0.3,382.0,115.0,17.0,Evaluate,Hard
196,Why is C++ Programming considered essential for the functioning of the system?,Computer Science,C++ Programming,68.9,0.69,442.0,304.0,9.0,Analyze,Medium
197,A student performs an experiment on SQL Queries. What observations would they record?,Computer Science,SQL Queries,58.9,0.59,551.0,324.0,9.0,Apply,Medium
198,Define the term Python Lists and Tuples. Mention its SI unit.,Computer Science,Python Lists and Tuples,80.7,0.81,210.0,169.0,2.0,Remember,Easy
199,Design an experiment to demonstrate the properties of Computer Networks (OSI Model).,Computer Science,Computer Networks (OSI Model),31.8,0.32,551.0,175.0,15.0,Create,Hard
201,How is Cyber Safety different from other concepts in this category?,Computer Science,Cyber Safety,78.4,0.78,474.0,371.0,4.0,Understand,Easy
203,What is meant by Electric Current and Circuits? Give one example.,Physics,Electric Current and Circuits,83.2,0.83,406.0,337.0,2.0,Remember,Easy
204,A student performs an experiment on Reflection and Refraction. What observations would they record?,Physics,Reflection and Refraction,61.8,0.62,404.0,249.0,6.0,Apply,Medium
205,How does Magnetic Effects of Current affect the overall outcome of the process? Explain.,Physics,Magnetic Effects of Current,65.5,0.66,278.0,182.0,7.0,Analyze,Medium
207,Discuss the challenges faced during the implementation of Motion and Laws of Motion in a developing country.,Physics,Motion and Laws of Motion,31.7,0.32,368.0,116.0,14.0,Evaluate,Hard
208,"Differentiate between Work and Energy and its alternative, giving three points of distinction.",Physics,Work and Energy,59.5,0.6,214.0,127.0,9.0,Analyze,Medium
210,Why is Arithmetic Progressions considered essential for the functioning of the system?,Mathematics,Arithmetic Progressions,63.5,0.63,259.0,164.0,7.0,Analyze,Medium
211,Calculate the value of Trigonometric Identities given the standard parameters.,Mathematics,Trigonometric Identities,46.6,0.47,293.0,136.0,9.0,Apply,Medium
212,Critically examine the role of Coordinate Geometry in the current socio-political scenario.,Mathematics,Coordinate Geometry,31.0,0.31,182.0,56.0,13.0,Evaluate,Hard
213,"Differentiate between Surface Areas and Volumes and its alternative, giving three points of distinction.",Mathematics,Surface Areas and Volumes,55.1,0.55,208.0,114.0,7.0,Analyze,Medium
214,What is meant by Probability? Give one example.,Mathematics,Probability,79.7,0.8,324.0,258.0,3.0,Remember,Easy
215,Define the term Linear Equations in Two Variables. Mention its SI unit.,Mathematics,Linear Equations in Two Variables,81.6,0.82,274.0,223.0,2.0,Remember,Easy
216,"In the context of Triangles and Circles, evaluate the statement: 'Prevention is better than cure.'",Mathematics,Triangles and Circles,24.4,0.24,443.0,108.0,19.0,Evaluate,Hard
217,"In the context of Life Processes, evaluate the statement: 'Prevention is better than cure.'",Biology,Life Processes,16.3,0.16,564.0,92.0,17.0,Evaluate,Hard
218,Design an experiment to demonstrate the properties of Control and Coordination.,Biology,Control and Coordination,28.2,0.28,493.0,139.0,11.0,Create,Hard
219,Critically examine the role of Heredity and Evolution in the current socio-political scenario.,Biology,Heredity and Evolution,45.0,0.45,348.0,156.0,12.0,Evaluate,Hard
220,Design an experiment to demonstrate the properties of Our Environment.,Biology,Our Environment,33.8,0.34,587.0,198.0,18.0,Create,Hard
221,A student performs an experiment on Cell Structure and Functions. What observations would they record?,Biology,Cell Structure and Functions,45.2,0.45,532.0,240.0,5.0,Apply,Medium
222,Explain the process of Tissues with the help of a labeled diagram.,Biology,Tissues,58.9,0.59,313.0,184.0,9.0,Apply,Medium
223,How is Diversity in Living Organisms different from other concepts in this category?,Biology,Diversity in Living Organisms,71.4,0.71,395.0,282.0,4.0,Understand,Easy
224,Explain the process of Chemical Reactions and Equations with the help of a labeled diagram.,Chemistry,Chemical Reactions and Equations,68.7,0.69,419.0,287.0,6.0,Apply,Medium
225,"Mention the main components of Acids, Bases and Salts.",Chemistry,"Acids, Bases and Salts",81.5,0.82,170.0,138.0,3.0,Remember,Easy
226,How does Metals and Non-metals affect the overall outcome of the process? Explain.,Chemistry,Metals and Non-metals,59.8,0.6,156.0,93.0,7.0,Analyze,Medium
227,"Differentiate between Carbon and its Compounds and its alternative, giving three points of distinction.",Chemistry,Carbon and its Compounds,45.1,0.45,505.0,227.0,8.0,Analyze,Medium
228,Critically examine the role of Periodic Classification of Elements in the current socio-political scenario.,Chemistry,Periodic Classification of Elements,36.2,0.36,534.0,193.0,19.0,Evaluate,Hard
229,What is meant by Structure of the Atom? Give one example.,Chemistry,Structure of the Atom,76.7,0.77,168.0,128.0,3.0,Remember,Easy
230,Calculate the value of The Rise of Nationalism in Europe given the standard parameters.,History,The Rise of Nationalism in Europe,61.8,0.62,194.0,119.0,6.0,Apply,Medium
231,Suggest three measures to improve the efficiency of Nationalism in India.,History,Nationalism in India,38.4,0.38,238.0,91.0,17.0,Create,Hard
232,Why is The Making of a Global World considered essential for the functioning of the system?,History,The Making of a Global World,57.3,0.57,498.0,285.0,5.0,Analyze,Medium
233,Write any two characteristics of The Age of Industrialisation.,History,The Age of Industrialisation,76.4,0.76,353.0,269.0,4.0,Understand,Easy
235,How is Resources and Development different from other concepts in this category?,Geography,Resources and Development,89.4,0.89,397.0,354.0,4.0,Understand,Easy
236,Design an experiment to demonstrate the properties of Agriculture.,Geography,Agriculture,43.6,0.44,250.0,108.0,11.0,Create,Hard
238,Write any two characteristics of Manufacturing Industries.,Geography,Manufacturing Industries,89.6,0.9,357.0,319.0,4.0,Understand,Easy
240,Calculate the value of Development given the standard parameters.,Economics,Development,68.5,0.69,489.0,335.0,7.0,Apply,Medium
241,Explain the process of Sectors of the Indian Economy with the help of a labeled diagram.,Economics,Sectors of the Indian Economy,59.3,0.59,281.0,166.0,8.0,Apply,Medium
242,Suggest three measures to improve the efficiency of Money and Credit.,Economics,Money and Credit,43.4,0.43,262.0,113.0,13.0,Create,Hard
243,Why is Globalization and the Indian Economy considered essential for the functioning of the system?,Economics,Globalization and the Indian Economy,60.4,0.6,209.0,126.0,5.0,Analyze,Medium
244,Write any two characteristics of Consumer Rights.,Economics,Consumer Rights,77.6,0.78,429.0,333.0,3.0,Understand,Easy
245,What is meant by C++ Programming? Give one example.,Computer Science,C++ Programming,79.9,0.8,224.0,179.0,2.0,Remember,Easy
247,A student performs an experiment on Python Lists and Tuples. What observations would they record?,Computer Science,Python Lists and Tuples,49.3,0.49,190.0,93.0,7.0,Apply,Medium
248,How is Computer Networks (OSI Model) different from other concepts in this category?,Computer Science,Computer Networks (OSI Model),73.3,0.73,381.0,279.0,3.0,Understand,Easy
250,Write any two characteristics of Cyber Safety.,Computer Science,Cyber Safety,87.5,0.87,328.0,286.0,4.0,Understand,Easy
251,"In the context of HTML/CSS Structure, evaluate the statement: 'Prevention is better than cure.'",Computer Science,HTML/CSS Structure,39.8,0.4,405.0,161.0,15.0,Evaluate,Hard
252,Write any two characteristics of Electric Current and Circuits.,Physics,Electric Current and Circuits,76.4,0.76,155.0,118.0,3.0,Understand,Easy
253,Discuss the challenges faced during the implementation of Reflection and Refraction in a developing country.,Physics,Reflection and Refraction,38.4,0.38,204.0,78.0,10.0,Evaluate,Hard
254,Suggest three measures to improve the efficiency of Magnetic Effects of Current.,Physics,Magnetic Effects of Current,20.4,0.2,217.0,44.0,16.0,Create,Hard
255,What is meant by Human Eye and Colourful World? Give one example.,Physics,Human Eye and Colourful World,85.7,0.86,543.0,465.0,3.0,Remember,Easy
256,Explain the process of Motion and Laws of Motion with the help of a labeled diagram.,Physics,Motion and Laws of Motion,51.9,0.52,257.0,133.0,7.0,Apply,Medium
259,Explain the process of Arithmetic Progressions with the help of a labeled diagram.,Mathematics,Arithmetic Progressions,57.3,0.57,302.0,173.0,8.0,Apply,Medium
260,Analyze the impact of Trigonometric Identities on the Indian economy over the last decade.,Mathematics,Trigonometric Identities,33.1,0.33,376.0,124.0,11.0,Evaluate,Hard
261,How is Coordinate Geometry different from other concepts in this category?,Mathematics,Coordinate Geometry,80.7,0.81,307.0,247.0,3.0,Understand,Easy
263,"In the context of Probability, evaluate the statement: 'Prevention is better than cure.'",Mathematics,Probability,24.8,0.25,564.0,140.0,15.0,Evaluate,Hard
264,Analyze the impact of Linear Equations in Two Variables on the Indian economy over the last decade.,Mathematics,Linear Equations in Two Variables,33.3,0.33,588.0,195.0,16.0,Evaluate,Hard
266,A student performs an experiment on Life Processes. What observations would they record?,Biology,Life Processes,61.9,0.62,535.0,331.0,9.0,Apply,Medium
269,Mention the main components of Our Environment.,Biology,Our Environment,90.8,0.91,285.0,258.0,2.0,Remember,Easy
271,Critically examine the role of Tissues in the current socio-political scenario.,Biology,Tissues,18.7,0.19,157.0,29.0,17.0,Evaluate,Hard
272,Write any two characteristics of Diversity in Living Organisms.,Biology,Diversity in Living Organisms,85.6,0.86,428.0,366.0,4.0,Understand,Easy
273,What is meant by Chemical Reactions and Equations? Give one example.,Chemistry,Chemical Reactions and Equations,86.4,0.86,456.0,393.0,2.0,Remember,Easy
277,How is Periodic Classification of Elements different from other concepts in this category?,Chemistry,Periodic Classification of Elements,79.2,0.79,164.0,129.0,2.0,Understand,Easy
278,Analyze the impact of Structure of the Atom on the Indian economy over the last decade.,Chemistry,Structure of the Atom,27.0,0.27,353.0,95.0,13.0,Evaluate,Hard
280,Write any two characteristics of Nationalism in India.,History,Nationalism in India,84.4,0.84,195.0,164.0,3.0,Understand,Easy
282,How does The Age of Industrialisation affect the overall outcome of the process? Explain.,History,The Age of Industrialisation,57.4,0.57,546.0,313.0,8.0,Analyze,Medium
283,Design an experiment to demonstrate the properties of Print Culture and the Modern World.,History,Print Culture and the Modern World,31.7,0.32,321.0,101.0,17.0,Create,Hard
284,A student performs an experiment on Resources and Development. What observations would they record?,Geography,Resources and Development,52.8,0.53,161.0,84.0,8.0,Apply,Medium
285,How does Agriculture affect the overall outcome of the process? Explain.,Geography,Agriculture,53.6,0.54,263.0,140.0,5.0,Analyze,Medium
286,How is Minerals and Energy Resources different from other concepts in this category?,Geography,Minerals and Energy Resources,87.5,0.87,248.0,216.0,4.0,Understand,Easy
287,Mention the main components of Manufacturing Industries.,Geography,Manufacturing Industries,72.5,0.73,579.0,419.0,4.0,Remember,Easy
288,State the law of Lifelines of National Economy.,Geography,Lifelines of National Economy,86.7,0.87,346.0,300.0,3.0,Remember,Easy
289,"In the context of Development, evaluate the statement: 'Prevention is better than cure.'",Economics,Development,27.1,0.27,542.0,147.0,18.0,Evaluate,Hard
290,How is Sectors of the Indian Economy different from other concepts in this category?,Economics,Sectors of the Indian Economy,91.5,0.92,469.0,429.0,2.0,Understand,Easy
291,State the law of Money and Credit.,Economics,Money and Credit,81.6,0.82,385.0,314.0,4.0,Remember,Easy
294,Discuss the challenges faced during the implementation of C++ Programming in a developing country.,Computer Science,C++ Programming,32.3,0.32,155.0,50.0,16.0,Evaluate,Hard
295,Write any two characteristics of SQL Queries.,Computer Science,SQL Queries,85.8,0.86,203.0,174.0,3.0,Understand,Easy
296,What is meant by Python Lists and Tuples? Give one example.,Computer Science,Python Lists and Tuples,85.9,0.86,396.0,340.0,3.0,Remember,Easy
298,What is meant by Boolean Algebra? Give one example.,Computer Science,Boolean Algebra,91.8,0.92,362.0,332.0,4.0,Remember,Easy
300,Define the term HTML/CSS Structure. Mention its SI unit.,Computer Science,HTML/CSS Structure,89.1,0.89,519.0,462.0,2.0,Remember,Easy
302,Mention the main components of Reflection and Refraction.,Physics,Reflection and Refraction,76.9,0.77,519.0,399.0,2.0,Remember,Easy
303,Analyze the impact of Magnetic Effects of Current on the Indian economy over the last decade.,Physics,Magnetic Effects of Current,29.6,0.3,559.0,165.0,19.0,Evaluate,Hard
304,Define the term Human Eye and Colourful World. Mention its SI unit.,Physics,Human Eye and Colourful World,74.2,0.74,369.0,273.0,3.0,Remember,Easy
305,State the law of Motion and Laws of Motion.,Physics,Motion and Laws of Motion,72.7,0.73,320.0,232.0,2.0,Remember,Easy
306,Calculate the value of Work and Energy given the standard parameters.,Physics,Work and Energy,63.2,0.63,330.0,208.0,7.0,Apply,Medium
307,How is Gravitation different from other concepts in this category?,Physics,Gravitation,72.4,0.72,433.0,313.0,3.0,Understand,Easy
308,Design an experiment to demonstrate the properties of Arithmetic Progressions.,Mathematics,Arithmetic Progressions,17.8,0.18,585.0,104.0,11.0,Create,Hard
309,"In the context of Trigonometric Identities, evaluate the statement: 'Prevention is better than cure.'",Mathematics,Trigonometric Identities,17.8,0.18,387.0,68.0,14.0,Evaluate,Hard
312,Explain the process of Probability with the help of a labeled diagram.,Mathematics,Probability,60.8,0.61,417.0,253.0,8.0,Apply,Medium
313,"Differentiate between Linear Equations in Two Variables and its alternative, giving three points of distinction.",Mathematics,Linear Equations in Two Variables,69.6,0.7,528.0,367.0,7.0,Analyze,Medium
314,State the law of Triangles and Circles.,Mathematics,Triangles and Circles,77.3,0.77,184.0,142.0,4.0,Remember,Easy
316,A student performs an experiment on Control and Coordination. What observations would they record?,Biology,Control and Coordination,46.9,0.47,544.0,254.0,9.0,Apply,Medium
317,Define the term Heredity and Evolution. Mention its SI unit.,Biology,Heredity and Evolution,87.4,0.87,352.0,307.0,3.0,Remember,Easy
319,State the law of Cell Structure and Functions.,Biology,Cell Structure and Functions,78.6,0.79,333.0,261.0,4.0,Remember,Easy
320,A student performs an experiment on Tissues. What observations would they record?,Biology,Tissues,46.3,0.46,540.0,249.0,6.0,Apply,Medium
321,What is meant by Diversity in Living Organisms? Give one example.,Biology,Diversity in Living Organisms,91.2,0.91,408.0,372.0,3.0,Remember,Easy
322,Discuss the challenges faced during the implementation of Chemical Reactions and Equations in a developing country.,Chemistry,Chemical Reactions and Equations,40.5,0.41,546.0,221.0,15.0,Evaluate,Hard
323,"Define the term Acids, Bases and Salts. Mention its SI unit.",Chemistry,"Acids, Bases and Salts",89.6,0.9,157.0,140.0,2.0,Remember,Easy
324,Analyze the impact of Metals and Non-metals on the Indian economy over the last decade.,Chemistry,Metals and Non-metals,30.5,0.3,389.0,118.0,10.0,Evaluate,Hard
325,How does Carbon and its Compounds affect the overall outcome of the process? Explain.,Chemistry,Carbon and its Compounds,50.1,0.5,264.0,132.0,5.0,Analyze,Medium
326,A student performs an experiment on Periodic Classification of Elements. What observations would they record?,Chemistry,Periodic Classification of Elements,54.9,0.55,567.0,311.0,8.0,Apply,Medium
328,What is meant by The Rise of Nationalism in Europe? Give one example.,History,The Rise of Nationalism in Europe,74.9,0.75,232.0,173.0,2.0,Remember,Easy
330,Write any two characteristics of The Making of a Global World.,History,The Making of a Global World,86.3,0.86,460.0,397.0,2.0,Understand,Easy
331,Why is The Age of Industrialisation considered essential for the functioning of the system?,History,The Age of Industrialisation,48.8,0.49,509.0,248.0,6.0,Analyze,Medium
332,Explain the process of Print Culture and the Modern World with the help of a labeled diagram.,History,Print Culture and the Modern World,57.2,0.57,579.0,330.0,8.0,Apply,Medium
333,What is meant by Resources and Development? Give one example.,Geography,Resources and Development,80.7,0.81,254.0,205.0,4.0,Remember,Easy
334,"Differentiate between Agriculture and its alternative, giving three points of distinction.",Geography,Agriculture,47.0,0.47,386.0,181.0,8.0,Analyze,Medium
335,What is meant by Minerals and Energy Resources? Give one example.,Geography,Minerals and Energy Resources,80.8,0.81,161.0,130.0,4.0,Remember,Easy
338,Why is Development considered essential for the functioning of the system?,Economics,Development,68.0,0.68,593.0,403.0,8.0,Analyze,Medium
339,A student performs an experiment on Sectors of the Indian Economy. What observations would they record?,Economics,Sectors of the Indian Economy,47.1,0.47,157.0,73.0,7.0,Apply,Medium
340,How does Money and Credit affect the overall outcome of the process? Explain.,Economics,Money and Credit,59.0,0.59,530.0,312.0,7.0,Analyze,Medium
341,State the law of Globalization and the Indian Economy.,Economics,Globalization and the Indian Economy,90.8,0.91,465.0,422.0,3.0,Remember,Easy
342,Explain the process of Consumer Rights with the help of a labeled diagram.,Economics,Consumer Rights,55.5,0.55,523.0,290.0,6.0,Apply,Medium
343,Explain the process of C++ Programming with the help of a labeled diagram.,Computer Science,C++ Programming,47.0,0.47,457.0,214.0,8.0,Apply,Medium
344,Explain the process of SQL Queries with the help of a labeled diagram.,Computer Science,SQL Queries,57.8,0.58,291.0,168.0,5.0,Apply,Medium
345,Discuss the challenges faced during the implementation of Python Lists and Tuples in a developing country.,Computer Science,Python Lists and Tuples,29.6,0.3,281.0,83.0,17.0,Evaluate,Hard
346,"Differentiate between Computer Networks (OSI Model) and its alternative, giving three points of distinction.",Computer Science,Computer Networks (OSI Model),48.4,0.48,169.0,81.0,7.0,Analyze,Medium
347,Write any two characteristics of Boolean Algebra.,Computer Science,Boolean Algebra,84.4,0.84,165.0,139.0,4.0,Understand,Easy
348,Calculate the value of Cyber Safety given the standard parameters.,Computer Science,Cyber Safety,68.8,0.69,540.0,371.0,8.0,Apply,Medium
349,How does HTML/CSS Structure affect the overall outcome of the process? Explain.,Computer Science,HTML/CSS Structure,50.9,0.51,579.0,294.0,9.0,Analyze,Medium
350,Mention the main components of Electric Current and Circuits.,Physics,Electric Current and Circuits,90.2,0.9,307.0,276.0,4.0,Remember,Easy
352,State the law of Magnetic Effects of Current.,Physics,Magnetic Effects of Current,86.9,0.87,295.0,256.0,4.0,Remember,Easy
353,"In the context of Human Eye and Colourful World, evaluate the statement: 'Prevention is better than cure.'",Physics,Human Eye and Colourful World,34.1,0.34,541.0,184.0,14.0,Evaluate,Hard
354,"Differentiate between Motion and Laws of Motion and its alternative, giving three points of distinction.",Physics,Motion and Laws of Motion,50.8,0.51,271.0,137.0,5.0,Analyze,Medium
355,How does Work and Energy affect the overall outcome of the process? Explain.,Physics,Work and Energy,64.3,0.64,293.0,188.0,6.0,Analyze,Medium
356,Explain the process of Gravitation with the help of a labeled diagram.,Physics,Gravitation,58.9,0.59,476.0,280.0,8.0,Apply,Medium
357,Suggest three measures to improve the efficiency of Arithmetic Progressions.,Mathematics,Arithmetic Progressions,29.5,0.3,571.0,168.0,12.0,Create,Hard
359,Define the term Coordinate Geometry. Mention its SI unit.,Mathematics,Coordinate Geometry,83.4,0.83,283.0,235.0,3.0,Remember,Easy
360,Suggest three measures to improve the efficiency of Surface Areas and Volumes.,Mathematics,Surface Areas and Volumes,28.4,0.28,281.0,79.0,14.0,Create,Hard
361,Mention the main components of Probability.,Mathematics,Probability,84.0,0.84,305.0,256.0,4.0,Remember,Easy
363,Design an experiment to demonstrate the properties of Triangles and Circles.,Mathematics,Triangles and Circles,27.6,0.28,341.0,94.0,13.0,Create,Hard
365,"In the context of Control and Coordination, evaluate the statement: 'Prevention is better than cure.'",Biology,Control and Coordination,31.4,0.31,286.0,89.0,13.0,Evaluate,Hard
367,A student performs an experiment on Our Environment. What observations would they record?,Biology,Our Environment,69.4,0.69,276.0,191.0,8.0,Apply,Medium
368,How is Cell Structure and Functions different from other concepts in this category?,Biology,Cell Structure and Functions,86.6,0.87,405.0,350.0,2.0,Understand,Easy
370,State the law of Diversity in Living Organisms.,Biology,Diversity in Living Organisms,73.1,0.73,353.0,258.0,2.0,Remember,Easy
371,How is Chemical Reactions and Equations different from other concepts in this category?,Chemistry,Chemical Reactions and Equations,88.2,0.88,434.0,382.0,3.0,Understand,Easy
374,Design an experiment to demonstrate the properties of Carbon and its Compounds.,Chemistry,Carbon and its Compounds,41.3,0.41,446.0,184.0,14.0,Create,Hard
375,Define the term Periodic Classification of Elements. Mention its SI unit.,Chemistry,Periodic Classification of Elements,89.1,0.89,162.0,144.0,4.0,Remember,Easy
376,Explain the process of Structure of the Atom with the help of a labeled diagram.,Chemistry,Structure of the Atom,68.2,0.68,493.0,336.0,7.0,Apply,Medium
377,"In the context of The Rise of Nationalism in Europe, evaluate the statement: 'Prevention is better than cure.'",History,The Rise of Nationalism in Europe,23.1,0.23,165.0,38.0,15.0,Evaluate,Hard
378,What is meant by Nationalism in India? Give one example.,History,Nationalism in India,75.1,0.75,345.0,259.0,3.0,Remember,Easy
379,Analyze the impact of The Making of a Global World on the Indian economy over the last decade.,History,The Making of a Global World,43.2,0.43,257.0,111.0,14.0,Evaluate,Hard
380,Explain the process of The Age of Industrialisation with the help of a labeled diagram.,History,The Age of Industrialisation,61.3,0.61,488.0,299.0,7.0,Apply,Medium
382,Analyze the impact of Resources and Development on the Indian economy over the last decade.,Geography,Resources and Development,24.4,0.24,259.0,63.0,15.0,Evaluate,Hard
384,Explain the process of Minerals and Energy Resources with the help of a labeled diagram.,Geography,Minerals and Energy Resources,66.3,0.66,297.0,196.0,9.0,Apply,Medium
386,Calculate the value of Lifelines of National Economy given the standard parameters.,Geography,Lifelines of National Economy,66.1,0.66,526.0,347.0,6.0,Apply,Medium
387,What is meant by Development? Give one example.,Economics,Development,88.9,0.89,481.0,427.0,2.0,Remember,Easy
389,Design an experiment to demonstrate the properties of Money and Credit.,Economics,Money and Credit,29.0,0.29,213.0,61.0,19.0,Create,Hard
391,Design an experiment to demonstrate the properties of Consumer Rights.,Economics,Consumer Rights,43.9,0.44,597.0,261.0,11.0,Create,Hard
395,How does Computer Networks (OSI Model) affect the overall outcome of the process? Explain.,Computer Science,Computer Networks (OSI Model),51.7,0.52,588.0,303.0,9.0,Analyze,Medium
396,"In the context of Boolean Algebra, evaluate the statement: 'Prevention is better than cure.'",Computer Science,Boolean Algebra,44.0,0.44,396.0,174.0,11.0,Evaluate,Hard
397,What is meant by Cyber Safety? Give one example.,Computer Science,Cyber Safety,76.2,0.76,461.0,351.0,2.0,Remember,Easy
398,A student performs an experiment on HTML/CSS Structure. What observations would they record?,Computer Science,HTML/CSS Structure,57.3,0.57,202.0,115.0,8.0,Apply,Medium
399,Design an experiment to demonstrate the properties of Electric Current and Circuits.,Physics,Electric Current and Circuits,38.7,0.39,329.0,127.0,19.0,Create,Hard
400,Analyze the impact of Reflection and Refraction on the Indian economy over the last decade.,Physics,Reflection and Refraction,37.0,0.37,251.0,92.0,15.0,Evaluate,Hard
402,How does Human Eye and Colourful World affect the overall outcome of the process? Explain.,Physics,Human Eye and Colourful World,60.4,0.6,175.0,105.0,6.0,Analyze,Medium
